FL_DATE,AIRLINE,airline_name,ORIGIN,DEST,ARR_DELAY,CANCELLED,DAY_OF_WEEK
2019-06-29,American Airlines Inc.,American Airlines,PHL,MIA,26.0,0.0,Saturday
2019-11-11,Delta Air Lines Inc.,Delta Air Lines,BWI,SLC,-6.0,0.0,Monday
2021-12-19,Frontier Airlines Inc.,Frontier Airlines,RDU,DEN,-16.0,0.0,Sunday
2020-02-10,Republic Airline,,IAH,PHL,13.0,0.0,Monday
2022-01-22,Delta Air Lines Inc.,Delta Air Lines,JFK,DEN,-24.0,0.0,Saturday
2021-01-07,Southwest Airlines Co.,Southwest Airlines,LAS,HOU,-12.0,0.0,Thursday
2023-03-29,Endeavor Air Inc.,,LGA,MYR,-24.0,0.0,Wednesday
2022-06-12,American Airlines Inc.,American Airlines,SJU,PHL,31.0,0.0,Sunday
2019-11-22,American Airlines Inc.,American Airlines,CLT,IAH,1.0,0.0,Friday
2021-01-07,Delta Air Lines Inc.,Delta Air Lines,CMH,ATL,-2.0,0.0,Thursday
2019-04-02,SkyWest Airlines Inc.,SkyWest Airlines,ATL,TRI,-12.0,0.0,Tuesday
2023-06-29,Southwest Airlines Co.,Southwest Airlines,SJC,GEG,-3.0,0.0,Thursday
2019-03-28,United Air Lines Inc.,United Airlines,AUS,EWR,-7.0,0.0,Thursday
2022-03-01,Allegiant Air,,AZA,MOT,36.0,0.0,Tuesday
2023-07-10,Envoy Air,,BMI,DFW,0.0,0.0,Monday
2022-11-09,United Air Lines Inc.,United Airlines,ORD,LGA,-20.0,0.0,Wednesday
2021-05-15,Horizon Air,,RDM,LAX,12.0,0.0,Saturday
2021-10-19,Southwest Airlines Co.,Southwest Airlines,SJC,LIH,67.0,0.0,Tuesday
2019-07-23,PSA Airlines Inc.,,CHS,CLT,-5.0,0.0,Tuesday
2019-04-28,SkyWest Airlines Inc.,SkyWest Airlines,MFR,SFO,-25.0,0.0,Sunday
2023-03-09,SkyWest Airlines Inc.,SkyWest Airlines,SEA,BOI,95.0,0.0,Thursday
2019-06-29,United Air Lines Inc.,United Airlines,ORD,IAD,0.0,0.0,Saturday
2019-10-22,Delta Air Lines Inc.,Delta Air Lines,SAV,ATL,-19.0,0.0,Tuesday
2021-12-23,Envoy Air,,DFW,JAN,-12.0,0.0,Thursday
2023-08-30,Alaska Airlines Inc.,Alaska Airlines,ANC,SEA,14.0,0.0,Wednesday
2019-07-14,Envoy Air,,DFW,ABI,-11.0,0.0,Sunday
2020-03-03,PSA Airlines Inc.,,CLT,HSV,9.0,0.0,Tuesday
2023-04-21,Envoy Air,,HSV,DFW,-7.0,0.0,Friday
2022-09-25,Southwest Airlines Co.,Southwest Airlines,LAX,OAK,0.0,0.0,Sunday
2019-07-06,Southwest Airlines Co.,Southwest Airlines,CLE,BWI,-8.0,0.0,Saturday
2019-09-12,Southwest Airlines Co.,Southwest Airlines,AUS,DEN,8.0,0.0,Thursday
2023-01-03,Southwest Airlines Co.,Southwest Airlines,BNA,ORD,-8.0,0.0,Tuesday
2023-02-10,United Air Lines Inc.,United Airlines,DSM,ORD,-2.0,0.0,Friday
2022-07-03,SkyWest Airlines Inc.,SkyWest Airlines,PSP,SJC,-18.0,0.0,Sunday
2022-01-23,Envoy Air,,BHM,MIA,23.0,0.0,Sunday
2021-07-25,PSA Airlines Inc.,,CAK,CLT,-7.0,0.0,Sunday
2019-07-04,Alaska Airlines Inc.,Alaska Airlines,SFO,SEA,-29.0,0.0,Thursday
2019-09-05,Southwest Airlines Co.,Southwest Airlines,MDW,OAK,-12.0,0.0,Thursday
2019-08-16,ExpressJet Airlines LLC d/b/a aha!,,EWR,BUF,168.0,0.0,Friday
2021-09-19,Delta Air Lines Inc.,Delta Air Lines,BOS,ATL,-16.0,0.0,Sunday
2022-05-06,JetBlue Airways,JetBlue Airways,MCO,BQN,15.0,0.0,Friday
2023-06-29,Delta Air Lines Inc.,Delta Air Lines,LGA,ORD,14.0,0.0,Thursday
2022-04-04,Southwest Airlines Co.,Southwest Airlines,ONT,AUS,-11.0,0.0,Monday
2023-06-02,Southwest Airlines Co.,Southwest Airlines,DEN,TPA,5.0,0.0,Friday
2020-01-23,Spirit Air Lines,Spirit Airlines,LAS,MCI,-9.0,0.0,Thursday
2023-07-10,United Air Lines Inc.,United Airlines,IAH,DFW,27.0,0.0,Monday
2019-11-19,Endeavor Air Inc.,,LGA,MCI,-37.0,0.0,Tuesday
2021-01-30,Republic Airline,,CMH,DTW,-28.0,0.0,Saturday
2020-11-18,United Air Lines Inc.,United Airlines,SFO,IAH,-3.0,0.0,Wednesday
2020-07-24,Republic Airline,,BOS,LGA,-8.0,0.0,Friday
2021-11-23,Mesa Airlines Inc.,,FSD,DFW,-23.0,0.0,Tuesday
2020-03-08,Southwest Airlines Co.,Southwest Airlines,ABQ,LAS,-13.0,0.0,Sunday
2022-01-22,Delta Air Lines Inc.,Delta Air Lines,ATL,RDU,-9.0,0.0,Saturday
2019-03-29,United Air Lines Inc.,United Airlines,HNL,IAH,-38.0,0.0,Friday
2020-02-12,United Air Lines Inc.,United Airlines,EWR,SAN,-1.0,0.0,Wednesday
2023-08-03,JetBlue Airways,JetBlue Airways,MCO,JFK,-14.0,0.0,Thursday
2021-05-16,SkyWest Airlines Inc.,SkyWest Airlines,MSP,OKC,3.0,0.0,Sunday
2021-04-13,Endeavor Air Inc.,,DTW,ATW,-17.0,0.0,Tuesday
2020-03-31,PSA Airlines Inc.,,PVD,DCA,-16.0,0.0,Tuesday
2022-11-05,American Airlines Inc.,American Airlines,CLT,MIA,-13.0,0.0,Saturday
2021-08-09,American Airlines Inc.,American Airlines,DFW,HNL,-11.0,0.0,Monday
2019-10-17,ExpressJet Airlines LLC d/b/a aha!,,IAH,LRD,1.0,0.0,Thursday
2020-07-04,PSA Airlines Inc.,,PNS,DFW,-20.0,0.0,Saturday
2021-09-05,American Airlines Inc.,American Airlines,LGA,DFW,-18.0,0.0,Sunday
2021-11-16,American Airlines Inc.,American Airlines,DFW,MIA,-12.0,0.0,Tuesday
2020-02-09,PSA Airlines Inc.,,CHS,CLT,74.0,0.0,Sunday
2019-03-30,Hawaiian Airlines Inc.,Hawaiian Airlines,OGG,KOA,10.0,0.0,Saturday
2019-12-04,Southwest Airlines Co.,Southwest Airlines,TPA,PVD,42.0,0.0,Wednesday
2021-07-21,United Air Lines Inc.,United Airlines,LAX,ORD,-1.0,0.0,Wednesday
2020-11-02,SkyWest Airlines Inc.,SkyWest Airlines,MSP,OMA,-22.0,0.0,Monday
2022-05-28,Republic Airline,,JAX,IAD,-3.0,0.0,Saturday
2019-09-10,Mesa Airlines Inc.,,RDU,IAH,-15.0,0.0,Tuesday
2019-03-09,United Air Lines Inc.,United Airlines,SFO,LIH,224.0,0.0,Saturday
2021-10-11,Southwest Airlines Co.,Southwest Airlines,PHX,OAK,39.0,0.0,Monday
2022-01-16,Spirit Air Lines,Spirit Airlines,ACY,MCO,18.0,0.0,Sunday
2022-12-29,American Airlines Inc.,American Airlines,ORD,RSW,13.0,0.0,Thursday
2020-01-09,Alaska Airlines Inc.,Alaska Airlines,TUS,SEA,8.0,0.0,Thursday
2022-09-28,Delta Air Lines Inc.,Delta Air Lines,MYR,ATL,-18.0,0.0,Wednesday
2023-04-04,SkyWest Airlines Inc.,SkyWest Airlines,SUN,SLC,-12.0,0.0,Tuesday
2021-07-30,United Air Lines Inc.,United Airlines,CLE,ORD,-5.0,0.0,Friday
2023-02-08,Republic Airline,,CMH,LGA,-27.0,0.0,Wednesday
2020-01-04,Southwest Airlines Co.,Southwest Airlines,LAS,ELP,-2.0,0.0,Saturday
2021-06-22,American Airlines Inc.,American Airlines,CLT,RDU,8.0,0.0,Tuesday
2023-08-24,Delta Air Lines Inc.,Delta Air Lines,LAX,FLL,-8.0,0.0,Thursday
2020-02-12,American Airlines Inc.,American Airlines,DCA,CLT,121.0,0.0,Wednesday
2020-03-14,SkyWest Airlines Inc.,SkyWest Airlines,ORD,SLC,-15.0,0.0,Saturday
2022-06-24,Southwest Airlines Co.,Southwest Airlines,HNL,ITO,13.0,0.0,Friday
2019-09-25,JetBlue Airways,JetBlue Airways,JFK,BTV,-15.0,0.0,Wednesday
2020-12-06,PSA Airlines Inc.,,MKE,PHL,72.0,0.0,Sunday
2020-12-09,Republic Airline,,ORD,RDU,-26.0,0.0,Wednesday
2023-07-07,SkyWest Airlines Inc.,SkyWest Airlines,EUG,SFO,-12.0,0.0,Friday
2023-06-03,Delta Air Lines Inc.,Delta Air Lines,SAN,MSP,26.0,0.0,Saturday
2022-01-03,Delta Air Lines Inc.,Delta Air Lines,ATL,PHL,3.0,0.0,Monday
2023-08-18,Allegiant Air,,ABE,PIE,-8.0,0.0,Friday
2022-10-01,United Air Lines Inc.,United Airlines,SEA,IAH,-16.0,0.0,Saturday
2021-12-02,Spirit Air Lines,Spirit Airlines,DFW,MSY,-8.0,0.0,Thursday
2022-04-10,Delta Air Lines Inc.,Delta Air Lines,ATL,TUL,-18.0,0.0,Sunday
2022-06-01,Alaska Airlines Inc.,Alaska Airlines,SEA,LAX,0.0,0.0,Wednesday
2021-06-23,Southwest Airlines Co.,Southwest Airlines,DCA,STL,-18.0,0.0,Wednesday
2019-05-02,United Air Lines Inc.,United Airlines,PDX,SFO,-24.0,0.0,Thursday
2022-03-08,Southwest Airlines Co.,Southwest Airlines,LAX,SLC,1.0,0.0,Tuesday
2019-01-03,PSA Airlines Inc.,,CLT,DAY,14.0,0.0,Thursday
2022-08-31,Delta Air Lines Inc.,Delta Air Lines,PHL,DTW,-4.0,0.0,Wednesday
2021-05-24,Delta Air Lines Inc.,Delta Air Lines,ATL,CAE,-8.0,0.0,Monday
2020-08-02,Delta Air Lines Inc.,Delta Air Lines,ATL,OMA,-18.0,0.0,Sunday
2023-06-04,American Airlines Inc.,American Airlines,MIA,DFW,57.0,0.0,Sunday
2022-05-01,SkyWest Airlines Inc.,SkyWest Airlines,DFW,AVL,-14.0,0.0,Sunday
2023-07-28,Frontier Airlines Inc.,Frontier Airlines,PHX,BNA,44.0,0.0,Friday
2022-03-14,American Airlines Inc.,American Airlines,DCA,MCO,-2.0,0.0,Monday
2022-12-20,SkyWest Airlines Inc.,SkyWest Airlines,ORD,LGA,-21.0,0.0,Tuesday
2020-09-07,Southwest Airlines Co.,Southwest Airlines,RNO,PHX,-9.0,0.0,Monday
2020-01-03,Envoy Air,,ORD,LAN,-14.0,0.0,Friday
2022-05-17,American Airlines Inc.,American Airlines,DFW,CLT,279.0,0.0,Tuesday
2022-10-02,Republic Airline,,DCA,IND,-3.0,0.0,Sunday
2019-07-28,Envoy Air,,ORD,LEX,-2.0,0.0,Sunday
2023-01-29,Southwest Airlines Co.,Southwest Airlines,SJC,LAX,-12.0,0.0,Sunday
2023-06-07,Envoy Air,,CMH,ORD,0.0,0.0,Wednesday
2022-04-15,Envoy Air,,FSD,ORD,-11.0,0.0,Friday
2023-02-21,Alaska Airlines Inc.,Alaska Airlines,YAK,CDV,-4.0,0.0,Tuesday
2019-04-03,Delta Air Lines Inc.,Delta Air Lines,SEA,HNL,-5.0,0.0,Wednesday
2023-02-17,Envoy Air,,ORD,ATL,92.0,0.0,Friday
2020-06-17,PSA Airlines Inc.,,CLT,HSV,-13.0,0.0,Wednesday
2021-07-17,SkyWest Airlines Inc.,SkyWest Airlines,STS,SEA,0.0,0.0,Saturday
2019-08-12,Allegiant Air,,SFB,USA,27.0,0.0,Monday
2022-05-07,Envoy Air,,OKC,CLT,-9.0,0.0,Saturday
2022-09-06,SkyWest Airlines Inc.,SkyWest Airlines,LAX,FAT,-5.0,0.0,Tuesday
2021-01-03,SkyWest Airlines Inc.,SkyWest Airlines,FWA,DTW,21.0,0.0,Sunday
2020-10-18,Alaska Airlines Inc.,Alaska Airlines,SEA,MCI,-27.0,0.0,Sunday
2022-12-09,Delta Air Lines Inc.,Delta Air Lines,AUS,DTW,-17.0,0.0,Friday
2019-12-28,JetBlue Airways,JetBlue Airways,JFK,BOS,-7.0,0.0,Saturday
2021-09-29,Southwest Airlines Co.,Southwest Airlines,DAL,CMH,172.0,0.0,Wednesday
2021-06-03,Envoy Air,,LCH,DFW,-17.0,0.0,Thursday
2019-08-21,Southwest Airlines Co.,Southwest Airlines,SAN,SJC,-14.0,0.0,Wednesday
2020-03-05,JetBlue Airways,JetBlue Airways,JAX,FLL,-10.0,0.0,Thursday
2020-08-03,Southwest Airlines Co.,Southwest Airlines,MCI,TPA,-9.0,0.0,Monday
2023-03-26,SkyWest Airlines Inc.,SkyWest Airlines,TUS,SFO,4.0,0.0,Sunday
2020-02-05,Delta Air Lines Inc.,Delta Air Lines,BIL,SLC,-27.0,0.0,Wednesday
2023-06-29,PSA Airlines Inc.,,CLT,SBN,-1.0,0.0,Thursday
2023-02-15,Delta Air Lines Inc.,Delta Air Lines,SEA,SAN,-23.0,0.0,Wednesday
2023-04-07,Southwest Airlines Co.,Southwest Airlines,DAL,AUS,-2.0,0.0,Friday
2019-12-22,United Air Lines Inc.,United Airlines,EWR,FLL,-5.0,0.0,Sunday
2022-03-03,Delta Air Lines Inc.,Delta Air Lines,BOI,MSP,-10.0,0.0,Thursday
2021-09-01,Republic Airline,,SDF,CLT,-15.0,0.0,Wednesday
2019-09-04,Delta Air Lines Inc.,Delta Air Lines,SLC,CVG,-27.0,0.0,Wednesday
2019-03-29,American Airlines Inc.,American Airlines,ABQ,DFW,-11.0,0.0,Friday
2021-10-21,Southwest Airlines Co.,Southwest Airlines,LAS,LGB,-14.0,0.0,Thursday
2023-02-11,Southwest Airlines Co.,Southwest Airlines,BWI,MKE,-10.0,0.0,Saturday
2019-01-25,United Air Lines Inc.,United Airlines,ORD,SEA,1.0,0.0,Friday
2019-02-09,Republic Airline,,EWR,BTV,-12.0,0.0,Saturday
2020-05-17,Southwest Airlines Co.,Southwest Airlines,LAS,DEN,-16.0,0.0,Sunday
2019-07-20,Southwest Airlines Co.,Southwest Airlines,MDW,PIT,9.0,0.0,Saturday
2022-01-01,Southwest Airlines Co.,Southwest Airlines,DEN,PSP,106.0,0.0,Saturday
2019-11-26,Southwest Airlines Co.,Southwest Airlines,GEG,DEN,53.0,0.0,Tuesday
2023-03-12,PSA Airlines Inc.,,CLT,CHA,-10.0,0.0,Sunday
2023-07-03,American Airlines Inc.,American Airlines,DFW,MSP,-19.0,0.0,Monday
2021-10-04,Alaska Airlines Inc.,Alaska Airlines,ANC,SEA,8.0,0.0,Monday
2023-02-07,Delta Air Lines Inc.,Delta Air Lines,ATL,SMF,-29.0,0.0,Tuesday
2022-11-06,SkyWest Airlines Inc.,SkyWest Airlines,BTV,ORD,33.0,0.0,Sunday
2019-10-06,American Airlines Inc.,American Airlines,BWI,MIA,-8.0,0.0,Sunday
2019-11-19,United Air Lines Inc.,United Airlines,PHX,DEN,-11.0,0.0,Tuesday
2021-08-28,American Airlines Inc.,American Airlines,ORD,MIA,6.0,0.0,Saturday
2023-07-12,Spirit Air Lines,Spirit Airlines,MIA,PHL,-17.0,0.0,Wednesday
2023-07-08,Hawaiian Airlines Inc.,Hawaiian Airlines,KOA,HNL,-17.0,0.0,Saturday
2019-02-08,SkyWest Airlines Inc.,SkyWest Airlines,MSP,BIS,3.0,0.0,Friday
2023-02-23,Delta Air Lines Inc.,Delta Air Lines,SEA,PHX,-10.0,0.0,Thursday
2021-08-11,JetBlue Airways,JetBlue Airways,SFO,JFK,39.0,0.0,Wednesday
2022-02-28,SkyWest Airlines Inc.,SkyWest Airlines,OMA,DTW,-23.0,0.0,Monday
2023-06-25,Southwest Airlines Co.,Southwest Airlines,SBA,OAK,13.0,0.0,Sunday
2020-02-17,Allegiant Air,,CLE,SFB,-4.0,0.0,Monday
2020-05-28,Southwest Airlines Co.,Southwest Airlines,PHL,MDW,-34.0,0.0,Thursday
2019-06-09,American Airlines Inc.,American Airlines,PHX,BOS,-4.0,0.0,Sunday
2019-09-10,Spirit Air Lines,Spirit Airlines,DEN,FLL,-8.0,0.0,Tuesday
2023-08-08,Southwest Airlines Co.,Southwest Airlines,DEN,PHL,5.0,0.0,Tuesday
2019-02-25,United Air Lines Inc.,United Airlines,LAX,ORD,-15.0,0.0,Monday
2019-10-04,Delta Air Lines Inc.,Delta Air Lines,ATL,SYR,-4.0,0.0,Friday
2023-02-14,American Airlines Inc.,American Airlines,DFW,AUS,137.0,0.0,Tuesday
2021-09-14,Delta Air Lines Inc.,Delta Air Lines,LAX,MSP,7.0,0.0,Tuesday
2021-12-07,Envoy Air,,CMH,ORD,-3.0,0.0,Tuesday
2022-04-27,Endeavor Air Inc.,,EWR,RDU,94.0,0.0,Wednesday
2023-07-14,Allegiant Air,,SFB,CHA,-5.0,0.0,Friday
2019-07-05,Alaska Airlines Inc.,Alaska Airlines,PDX,SEA,9.0,0.0,Friday
2019-02-03,Southwest Airlines Co.,Southwest Airlines,RSW,ATL,-1.0,0.0,Sunday
2019-12-11,Southwest Airlines Co.,Southwest Airlines,HOU,CHS,20.0,0.0,Wednesday
2019-04-21,Southwest Airlines Co.,Southwest Airlines,MCI,DCA,-13.0,0.0,Sunday
2022-11-17,Delta Air Lines Inc.,Delta Air Lines,MSY,LGA,-24.0,0.0,Thursday
2021-02-06,Horizon Air,,BIL,SEA,96.0,0.0,Saturday
2019-11-13,Allegiant Air,,MDT,SRQ,-2.0,0.0,Wednesday
2022-05-26,Frontier Airlines Inc.,Frontier Airlines,LAS,SAN,106.0,0.0,Thursday
2019-01-08,Southwest Airlines Co.,Southwest Airlines,PHX,SLC,-16.0,0.0,Tuesday
2019-05-26,Delta Air Lines Inc.,Delta Air Lines,BUF,ATL,-19.0,0.0,Sunday
2021-05-15,Southwest Airlines Co.,Southwest Airlines,LAS,MDW,-6.0,0.0,Saturday
2022-06-07,Mesa Airlines Inc.,,ELP,IAH,0.0,0.0,Tuesday
2022-01-21,Spirit Air Lines,Spirit Airlines,DTW,LAX,13.0,0.0,Friday
2019-07-23,Alaska Airlines Inc.,Alaska Airlines,ADQ,ANC,-1.0,0.0,Tuesday
2019-10-05,Delta Air Lines Inc.,Delta Air Lines,ATL,LAS,-8.0,0.0,Saturday
2019-03-22,American Airlines Inc.,American Airlines,TPA,DFW,-17.0,0.0,Friday
2022-12-21,Delta Air Lines Inc.,Delta Air Lines,DTW,LAX,-2.0,0.0,Wednesday
2022-01-14,JetBlue Airways,JetBlue Airways,SFO,EWR,-27.0,0.0,Friday
2019-01-24,Southwest Airlines Co.,Southwest Airlines,PHX,LAX,-19.0,0.0,Thursday
2020-07-16,Delta Air Lines Inc.,Delta Air Lines,ATL,LAS,-22.0,0.0,Thursday
2021-04-19,Delta Air Lines Inc.,Delta Air Lines,MCO,JFK,-21.0,0.0,Monday
2020-12-07,SkyWest Airlines Inc.,SkyWest Airlines,MSN,DEN,-49.0,0.0,Monday
2022-05-06,American Airlines Inc.,American Airlines,ORD,BOS,-10.0,0.0,Friday
2021-03-06,JetBlue Airways,JetBlue Airways,PHX,EWR,3.0,0.0,Saturday
2020-12-23,United Air Lines Inc.,United Airlines,MSY,ORD,-7.0,0.0,Wednesday
2022-06-08,Frontier Airlines Inc.,Frontier Airlines,MCO,SJU,-4.0,0.0,Wednesday
2019-05-12,Delta Air Lines Inc.,Delta Air Lines,ATL,TYS,-15.0,0.0,Sunday
2019-10-20,Delta Air Lines Inc.,Delta Air Lines,ATL,BNA,26.0,0.0,Sunday
2022-01-19,American Airlines Inc.,American Airlines,RSW,DFW,-21.0,0.0,Wednesday
2019-08-07,Southwest Airlines Co.,Southwest Airlines,SMF,LAX,-3.0,0.0,Wednesday
2023-05-25,Delta Air Lines Inc.,Delta Air Lines,LAS,LAX,-6.0,0.0,Thursday
2020-01-26,Envoy Air,,DFW,TYR,-7.0,0.0,Sunday
2019-07-17,JetBlue Airways,JetBlue Airways,JFK,LAX,-52.0,0.0,Wednesday
2021-07-02,Allegiant Air,,TYS,SFB,-13.0,0.0,Friday
2021-07-15,Delta Air Lines Inc.,Delta Air Lines,SYR,ATL,-16.0,0.0,Thursday
2023-06-19,Delta Air Lines Inc.,Delta Air Lines,DTW,MCO,9.0,0.0,Monday
2023-01-12,Southwest Airlines Co.,Southwest Airlines,MDW,ALB,-14.0,0.0,Thursday
2020-03-03,American Airlines Inc.,American Airlines,CLT,BOS,-22.0,0.0,Tuesday
2019-11-03,Delta Air Lines Inc.,Delta Air Lines,CMH,SLC,7.0,0.0,Sunday
2019-12-22,United Air Lines Inc.,United Airlines,SNA,ORD,30.0,0.0,Sunday
2022-09-02,PSA Airlines Inc.,,DCA,HSV,-21.0,0.0,Friday
2022-10-06,Endeavor Air Inc.,,GTR,ATL,-6.0,0.0,Thursday
2022-08-03,Southwest Airlines Co.,Southwest Airlines,STL,ATL,290.0,0.0,Wednesday
2023-03-06,Southwest Airlines Co.,Southwest Airlines,PHX,COS,2.0,0.0,Monday
2021-11-09,United Air Lines Inc.,United Airlines,TPA,IAH,88.0,0.0,Tuesday
2021-01-20,Envoy Air,,DFW,VPS,-26.0,0.0,Wednesday
2022-10-21,Endeavor Air Inc.,,ATL,XNA,-14.0,0.0,Friday
2021-08-07,United Air Lines Inc.,United Airlines,HNL,SFO,-8.0,0.0,Saturday
2021-10-11,Delta Air Lines Inc.,Delta Air Lines,BOS,ORD,-9.0,0.0,Monday
2020-10-29,SkyWest Airlines Inc.,SkyWest Airlines,SLC,CDC,-7.0,0.0,Thursday
2021-11-29,Delta Air Lines Inc.,Delta Air Lines,ATL,MCO,-8.0,0.0,Monday
2021-05-10,SkyWest Airlines Inc.,SkyWest Airlines,MSP,ESC,-20.0,0.0,Monday
2019-05-16,SkyWest Airlines Inc.,SkyWest Airlines,EKO,SLC,-15.0,0.0,Thursday
2022-01-25,Southwest Airlines Co.,Southwest Airlines,LAS,FAT,-3.0,0.0,Tuesday
2019-07-05,Delta Air Lines Inc.,Delta Air Lines,CLT,ATL,-9.0,0.0,Friday
2023-07-07,SkyWest Airlines Inc.,SkyWest Airlines,PSP,DEN,-12.0,0.0,Friday
2023-07-20,Delta Air Lines Inc.,Delta Air Lines,DTW,JFK,-6.0,0.0,Thursday
2022-05-15,PSA Airlines Inc.,,CLT,LEX,146.0,0.0,Sunday
2023-05-19,United Air Lines Inc.,United Airlines,SFO,PDX,-3.0,0.0,Friday
2019-04-07,Spirit Air Lines,Spirit Airlines,LAS,BWI,-19.0,0.0,Sunday
2019-04-20,Southwest Airlines Co.,Southwest Airlines,PHX,LIT,-15.0,0.0,Saturday
2020-06-21,Frontier Airlines Inc.,Frontier Airlines,BWI,MCO,-21.0,0.0,Sunday
2021-07-01,United Air Lines Inc.,United Airlines,ORD,DCA,7.0,0.0,Thursday
2020-12-04,Allegiant Air,,GSP,PIE,-23.0,0.0,Friday
2019-11-13,American Airlines Inc.,American Airlines,DFW,AUS,17.0,0.0,Wednesday
2019-10-04,United Air Lines Inc.,United Airlines,SFO,OGG,-17.0,0.0,Friday
2022-02-04,Horizon Air,,EAT,SEA,-2.0,0.0,Friday
2020-03-02,Southwest Airlines Co.,Southwest Airlines,SAT,HOU,-10.0,0.0,Monday
2022-07-11,American Airlines Inc.,American Airlines,DFW,TUL,-9.0,0.0,Monday
2019-04-06,United Air Lines Inc.,United Airlines,LAX,EWR,-26.0,0.0,Saturday
2023-05-02,JetBlue Airways,JetBlue Airways,JFK,ABQ,-15.0,0.0,Tuesday
2019-02-17,Delta Air Lines Inc.,Delta Air Lines,ATL,LAS,6.0,0.0,Sunday
2021-04-25,Delta Air Lines Inc.,Delta Air Lines,PNS,ATL,192.0,0.0,Sunday
2019-05-24,American Airlines Inc.,American Airlines,DFW,LGA,102.0,0.0,Friday
2023-01-01,JetBlue Airways,JetBlue Airways,JFK,MCO,-12.0,0.0,Sunday
2019-10-22,Frontier Airlines Inc.,Frontier Airlines,DEN,MKE,12.0,0.0,Tuesday
2019-06-30,Republic Airline,,DCA,MSY,-24.0,0.0,Sunday
2021-10-16,SkyWest Airlines Inc.,SkyWest Airlines,SFO,RDD,-7.0,0.0,Saturday
2020-12-21,JetBlue Airways,JetBlue Airways,RIC,FLL,11.0,0.0,Monday
2019-05-25,Southwest Airlines Co.,Southwest Airlines,FLL,DAL,-18.0,0.0,Saturday
2023-02-06,Endeavor Air Inc.,,MSP,MDW,-30.0,0.0,Monday
2019-08-30,Frontier Airlines Inc.,Frontier Airlines,IAD,DEN,289.0,0.0,Friday
2023-03-10,Southwest Airlines Co.,Southwest Airlines,MSP,MDW,-8.0,0.0,Friday
2020-11-20,Envoy Air,,DFW,LRD,-14.0,0.0,Friday
2023-05-15,Republic Airline,,DCA,LGA,-30.0,0.0,Monday
2019-05-10,United Air Lines Inc.,United Airlines,DCA,ORD,-23.0,0.0,Friday
2022-05-10,Alaska Airlines Inc.,Alaska Airlines,PDX,DFW,6.0,0.0,Tuesday
2022-12-02,SkyWest Airlines Inc.,SkyWest Airlines,SDF,DTW,-12.0,0.0,Friday
2019-02-15,United Air Lines Inc.,United Airlines,BTV,ORD,-35.0,0.0,Friday
2019-05-16,Republic Airline,,MHT,PHL,-19.0,0.0,Thursday
2023-07-31,JetBlue Airways,JetBlue Airways,FLL,EWR,-17.0,0.0,Monday
2023-04-27,SkyWest Airlines Inc.,SkyWest Airlines,DEN,SGU,6.0,0.0,Thursday
2022-12-05,American Airlines Inc.,American Airlines,CMH,PHX,-6.0,0.0,Monday
2021-10-04,Hawaiian Airlines Inc.,Hawaiian Airlines,OGG,HNL,-11.0,0.0,Monday
2022-08-02,Hawaiian Airlines Inc.,Hawaiian Airlines,HNL,LAX,-7.0,0.0,Tuesday
2023-04-03,American Airlines Inc.,American Airlines,PHX,ELP,15.0,0.0,Monday
2020-06-20,Southwest Airlines Co.,Southwest Airlines,SAT,PHX,-14.0,0.0,Saturday
2023-08-24,SkyWest Airlines Inc.,SkyWest Airlines,CLE,MSP,-25.0,0.0,Thursday
2020-12-12,Delta Air Lines Inc.,Delta Air Lines,ATL,ROC,-22.0,0.0,Saturday
2019-05-21,Republic Airline,,EWR,CLT,-17.0,0.0,Tuesday
2020-02-20,Republic Airline,,IAD,BNA,-3.0,0.0,Thursday
2022-09-25,Allegiant Air,,GRR,AZA,-13.0,0.0,Sunday
2020-01-25,Alaska Airlines Inc.,Alaska Airlines,SEA,PHX,2.0,0.0,Saturday
2022-08-30,SkyWest Airlines Inc.,SkyWest Airlines,MSP,ICT,-13.0,0.0,Tuesday
2022-08-05,Spirit Air Lines,Spirit Airlines,MCO,ACY,-2.0,0.0,Friday
2023-04-17,United Air Lines Inc.,United Airlines,DSM,DEN,12.0,0.0,Monday
2020-11-30,Delta Air Lines Inc.,Delta Air Lines,LGA,ATL,-3.0,0.0,Monday
2022-10-06,Southwest Airlines Co.,Southwest Airlines,COS,DEN,-16.0,0.0,Thursday
2019-02-16,Delta Air Lines Inc.,Delta Air Lines,SFO,SLC,-9.0,0.0,Saturday
2021-10-08,Allegiant Air,,AUS,DSM,-4.0,0.0,Friday
2023-04-24,Southwest Airlines Co.,Southwest Airlines,LAS,ONT,-10.0,0.0,Monday
2020-11-06,SkyWest Airlines Inc.,SkyWest Airlines,SFO,LAX,9.0,0.0,Friday
2022-07-07,SkyWest Airlines Inc.,SkyWest Airlines,SAN,RDM,-3.0,0.0,Thursday
2022-08-07,Southwest Airlines Co.,Southwest Airlines,LAS,ORD,112.0,0.0,Sunday
2021-04-12,Envoy Air,,DFW,CLL,12.0,0.0,Monday
2019-07-20,SkyWest Airlines Inc.,SkyWest Airlines,ATL,AVL,-1.0,0.0,Saturday
2019-04-07,Delta Air Lines Inc.,Delta Air Lines,BOS,DTW,-10.0,0.0,Sunday
2023-08-01,Southwest Airlines Co.,Southwest Airlines,DEN,GEG,63.0,0.0,Tuesday
