FL_DATE,AIRLINE,airline_name,ORIGIN,DEST,ARR_DELAY,CANCELLED,DAY_OF_WEEK
2019-02-25,Southwest Airlines Co.,Southwest Airlines,HOU,MSY,97.0,0.0,Monday
2023-05-29,Southwest Airlines Co.,Southwest Airlines,HOU,JAN,109.0,0.0,Monday
2019-08-08,Delta Air Lines Inc.,Delta Air Lines,JFK,ATL,106.0,0.0,Thursday
2021-08-26,SkyWest Airlines Inc.,SkyWest Airlines,LAX,BOI,5.0,0.0,Thursday
2020-07-15,Envoy Air,,OKC,DFW,24.0,0.0,Wednesday
2019-07-02,Southwest Airlines Co.,Southwest Airlines,RNO,LAX,25.0,0.0,Tuesday
2019-10-26,American Airlines Inc.,American Airlines,MIA,SJU,-9.0,0.0,Saturday
2021-11-23,Alaska Airlines Inc.,Alaska Airlines,DAL,SEA,46.0,0.0,Tuesday
2023-08-18,Delta Air Lines Inc.,Delta Air Lines,MIA,ATL,113.0,0.0,Friday
2019-03-22,Southwest Airlines Co.,Southwest Airlines,PHX,AUS,-5.0,0.0,Friday
2021-08-28,JetBlue Airways,JetBlue Airways,MSY,JFK,38.0,0.0,Saturday
2019-07-20,Southwest Airlines Co.,Southwest Airlines,ABQ,DEN,50.0,0.0,Saturday
2021-11-18,SkyWest Airlines Inc.,SkyWest Airlines,ABQ,LAX,-16.0,0.0,Thursday
2022-10-10,Southwest Airlines Co.,Southwest Airlines,LAS,BNA,8.0,0.0,Monday
2022-07-24,Hawaiian Airlines Inc.,Hawaiian Airlines,HNL,OGG,5.0,0.0,Sunday
2023-06-26,Southwest Airlines Co.,Southwest Airlines,IND,AUS,-5.0,0.0,Monday
2021-08-04,Delta Air Lines Inc.,Delta Air Lines,LGA,ORD,-21.0,0.0,Wednesday
2023-06-26,American Airlines Inc.,American Airlines,EUG,DFW,-18.0,0.0,Monday
2021-03-26,Delta Air Lines Inc.,Delta Air Lines,ROC,ATL,101.0,0.0,Friday
2021-01-15,Republic Airline,,LEX,ATL,-6.0,0.0,Friday
2020-03-03,American Airlines Inc.,American Airlines,LGA,BOS,-24.0,0.0,Tuesday
2019-03-20,Endeavor Air Inc.,,MSP,IND,-9.0,0.0,Wednesday
2022-07-22,Southwest Airlines Co.,Southwest Airlines,SFO,LAS,28.0,0.0,Friday
2019-11-13,SkyWest Airlines Inc.,SkyWest Airlines,EUG,PHX,-4.0,0.0,Wednesday
2019-12-08,Southwest Airlines Co.,Southwest Airlines,PDX,SJC,6.0,0.0,Sunday
2019-12-20,Southwest Airlines Co.,Southwest Airlines,BWI,ATL,6.0,0.0,Friday
2021-09-08,Republic Airline,,LGA,ROC,58.0,0.0,Wednesday
2019-07-08,PSA Airlines Inc.,,BUF,DCA,-5.0,0.0,Monday
2020-08-14,Mesa Airlines Inc.,,PHX,LGB,-14.0,0.0,Friday
2023-07-10,Endeavor Air Inc.,,TRI,ATL,-9.0,0.0,Monday
2021-05-04,Horizon Air,,SEA,PDX,-5.0,0.0,Tuesday
2021-10-09,Envoy Air,,GRR,DFW,5.0,0.0,Saturday
2023-08-21,Republic Airline,,LGA,ROA,-11.0,0.0,Monday
2019-01-29,Delta Air Lines Inc.,Delta Air Lines,DEN,LGA,-18.0,0.0,Tuesday
2023-05-11,American Airlines Inc.,American Airlines,PHX,DFW,8.0,0.0,Thursday
2019-01-20,United Air Lines Inc.,United Airlines,HNL,LAX,1.0,0.0,Sunday
2022-11-20,Southwest Airlines Co.,Southwest Airlines,BUR,OAK,1.0,0.0,Sunday
2019-01-19,Southwest Airlines Co.,Southwest Airlines,SFO,SAN,-22.0,0.0,Saturday
2019-07-17,SkyWest Airlines Inc.,SkyWest Airlines,SLC,GTF,-8.0,0.0,Wednesday
2020-03-06,Delta Air Lines Inc.,Delta Air Lines,TPA,ATL,-13.0,0.0,Friday
2020-01-16,Southwest Airlines Co.,Southwest Airlines,PHX,RNO,4.0,0.0,Thursday
2021-08-29,SkyWest Airlines Inc.,SkyWest Airlines,ASE,DEN,-4.0,0.0,Sunday
2022-03-27,SkyWest Airlines Inc.,SkyWest Airlines,LAX,SJC,9.0,0.0,Sunday
2019-12-14,Republic Airline,,PHL,PBI,3.0,0.0,Saturday
2019-03-02,JetBlue Airways,JetBlue Airways,LGA,PBI,-14.0,0.0,Saturday
2022-07-18,Endeavor Air Inc.,,LGA,GSO,226.0,0.0,Monday
2023-02-19,Southwest Airlines Co.,Southwest Airlines,JAX,BNA,-7.0,0.0,Sunday
2021-01-27,American Airlines Inc.,American Airlines,DCA,ORD,-29.0,0.0,Wednesday
2019-05-28,United Air Lines Inc.,United Airlines,ORD,LGA,30.0,0.0,Tuesday
2021-05-10,PSA Airlines Inc.,,CLT,MSN,208.0,0.0,Monday
2022-09-25,American Airlines Inc.,American Airlines,RDU,CLT,-24.0,0.0,Sunday
2021-02-22,American Airlines Inc.,American Airlines,LAX,HNL,-52.0,0.0,Monday
2021-05-07,SkyWest Airlines Inc.,SkyWest Airlines,EUG,SFO,4.0,0.0,Friday
2020-09-13,Southwest Airlines Co.,Southwest Airlines,MDW,BWI,-17.0,0.0,Sunday
2021-12-25,SkyWest Airlines Inc.,SkyWest Airlines,DTW,ATW,108.0,0.0,Saturday
2022-07-10,Delta Air Lines Inc.,Delta Air Lines,ONT,ATL,-2.0,0.0,Sunday
2023-07-27,Southwest Airlines Co.,Southwest Airlines,BNA,BWI,3.0,0.0,Thursday
2019-06-11,SkyWest Airlines Inc.,SkyWest Airlines,ATL,FWA,-21.0,0.0,Tuesday
2020-10-01,Mesa Airlines Inc.,,IAH,OMA,-10.0,0.0,Thursday
2019-12-09,Spirit Air Lines,Spirit Airlines,CLE,LAX,-16.0,0.0,Monday
2019-09-13,Republic Airline,,MKE,LGA,31.0,0.0,Friday
2019-10-18,Southwest Airlines Co.,Southwest Airlines,LGB,SJC,-5.0,0.0,Friday
2019-06-26,United Air Lines Inc.,United Airlines,ORD,DEN,20.0,0.0,Wednesday
2020-02-07,Republic Airline,,CHS,LGA,-18.0,0.0,Friday
2021-05-05,Southwest Airlines Co.,Southwest Airlines,SAT,BWI,-29.0,0.0,Wednesday
2021-08-23,United Air Lines Inc.,United Airlines,ORD,EWR,-24.0,0.0,Monday
2022-08-25,Horizon Air,,RNO,SEA,-4.0,0.0,Thursday
2023-01-16,American Airlines Inc.,American Airlines,DFW,PHX,28.0,0.0,Monday
2019-10-28,Endeavor Air Inc.,,BWI,RDU,31.0,0.0,Monday
2019-08-09,Delta Air Lines Inc.,Delta Air Lines,ATL,DEN,-4.0,0.0,Friday
2021-05-08,Southwest Airlines Co.,Southwest Airlines,DEN,ABQ,8.0,0.0,Saturday
2019-10-26,Southwest Airlines Co.,Southwest Airlines,DAL,ABQ,-5.0,0.0,Saturday
2022-02-09,Alaska Airlines Inc.,Alaska Airlines,LAX,SEA,0.0,0.0,Wednesday
2021-06-05,Southwest Airlines Co.,Southwest Airlines,BWI,SJU,15.0,0.0,Saturday
2021-10-28,American Airlines Inc.,American Airlines,DFW,LAS,53.0,0.0,Thursday
2022-07-27,United Air Lines Inc.,United Airlines,IAH,LGA,-14.0,0.0,Wednesday
2020-02-04,SkyWest Airlines Inc.,SkyWest Airlines,SEA,RDM,-19.0,0.0,Tuesday
2021-01-06,Southwest Airlines Co.,Southwest Airlines,FLL,TPA,-12.0,0.0,Wednesday
2022-02-25,Southwest Airlines Co.,Southwest Airlines,MCI,OAK,-34.0,0.0,Friday
2022-01-03,American Airlines Inc.,American Airlines,DFW,BUR,7.0,0.0,Monday
2023-02-02,Southwest Airlines Co.,Southwest Airlines,DEN,MCO,-3.0,0.0,Thursday
2022-06-02,PSA Airlines Inc.,,DCA,BGR,100.0,0.0,Thursday
2019-05-19,Allegiant Air,,BNA,RIC,-10.0,0.0,Sunday
2021-10-07,American Airlines Inc.,American Airlines,PHL,PHX,6.0,0.0,Thursday
2019-03-19,Envoy Air,,BNA,JFK,-8.0,0.0,Tuesday
2021-09-04,American Airlines Inc.,American Airlines,MIA,MCO,-2.0,0.0,Saturday
2019-07-28,Mesa Airlines Inc.,,IAH,MSP,42.0,0.0,Sunday
2020-08-08,Envoy Air,,GRI,DFW,34.0,0.0,Saturday
2019-05-26,Allegiant Air,,FLL,USA,6.0,0.0,Sunday
2022-03-01,Spirit Air Lines,Spirit Airlines,SNA,OAK,9.0,0.0,Tuesday
2023-01-27,United Air Lines Inc.,United Airlines,EWR,FLL,-11.0,0.0,Friday
2019-06-07,Mesa Airlines Inc.,,ATL,IAD,-38.0,0.0,Friday
2023-06-05,Southwest Airlines Co.,Southwest Airlines,DAL,ATL,3.0,0.0,Monday
2021-08-04,SkyWest Airlines Inc.,SkyWest Airlines,FCA,DEN,-2.0,0.0,Wednesday
2019-10-08,Southwest Airlines Co.,Southwest Airlines,MCI,SAN,-7.0,0.0,Tuesday
2021-08-22,Horizon Air,,SAN,SBA,-1.0,0.0,Sunday
2022-07-15,American Airlines Inc.,American Airlines,ORD,PHL,23.0,0.0,Friday
2020-11-05,Southwest Airlines Co.,Southwest Airlines,PHX,BWI,3.0,0.0,Thursday
2023-01-17,Southwest Airlines Co.,Southwest Airlines,DAL,BNA,-26.0,0.0,Tuesday
2019-03-21,American Airlines Inc.,American Airlines,ORD,DCA,31.0,0.0,Thursday
2021-08-18,SkyWest Airlines Inc.,SkyWest Airlines,KTN,SEA,-2.0,0.0,Wednesday
2020-12-03,American Airlines Inc.,American Airlines,DFW,AUS,-8.0,0.0,Thursday
2021-09-29,Southwest Airlines Co.,Southwest Airlines,OAK,PHX,-10.0,0.0,Wednesday
2020-05-22,SkyWest Airlines Inc.,SkyWest Airlines,SLC,WYS,-20.0,0.0,Friday
2019-12-27,Delta Air Lines Inc.,Delta Air Lines,PIT,ATL,-23.0,0.0,Friday
2019-11-05,Southwest Airlines Co.,Southwest Airlines,DTW,BWI,-19.0,0.0,Tuesday
2021-03-29,SkyWest Airlines Inc.,SkyWest Airlines,GRB,ORD,-11.0,0.0,Monday
2021-02-24,Alaska Airlines Inc.,Alaska Airlines,ANC,SEA,-19.0,0.0,Wednesday
2022-04-17,Delta Air Lines Inc.,Delta Air Lines,GSO,ATL,6.0,0.0,Sunday
2019-12-05,Delta Air Lines Inc.,Delta Air Lines,JFK,JAX,-21.0,0.0,Thursday
2020-07-19,Southwest Airlines Co.,Southwest Airlines,ABQ,OAK,-15.0,0.0,Sunday
2019-07-19,Southwest Airlines Co.,Southwest Airlines,TPA,BWI,101.0,0.0,Friday
2022-08-19,Alaska Airlines Inc.,Alaska Airlines,PDX,SEA,-10.0,0.0,Friday
2022-03-18,Southwest Airlines Co.,Southwest Airlines,ISP,BWI,27.0,0.0,Friday
2019-05-22,Southwest Airlines Co.,Southwest Airlines,CLE,MKE,-1.0,0.0,Wednesday
2023-05-12,SkyWest Airlines Inc.,SkyWest Airlines,SNA,SFO,30.0,0.0,Friday
2023-06-14,Republic Airline,,JFK,BOS,-24.0,0.0,Wednesday
2022-07-15,Southwest Airlines Co.,Southwest Airlines,ATL,FLL,1.0,0.0,Friday
2021-03-14,SkyWest Airlines Inc.,SkyWest Airlines,JST,IAD,-57.0,0.0,Sunday
2021-07-16,Delta Air Lines Inc.,Delta Air Lines,SAN,SEA,8.0,0.0,Friday
2019-07-28,SkyWest Airlines Inc.,SkyWest Airlines,BHM,DEN,-14.0,0.0,Sunday
2021-09-12,Southwest Airlines Co.,Southwest Airlines,DEN,MDW,-10.0,0.0,Sunday
2020-07-21,American Airlines Inc.,American Airlines,PHX,JFK,-16.0,0.0,Tuesday
2019-06-12,Endeavor Air Inc.,,ATL,PHF,-17.0,0.0,Wednesday
2022-08-27,Southwest Airlines Co.,Southwest Airlines,MDW,TPA,11.0,0.0,Saturday
2020-08-18,Southwest Airlines Co.,Southwest Airlines,PHX,GEG,-11.0,0.0,Tuesday
2021-08-03,Delta Air Lines Inc.,Delta Air Lines,ORD,ATL,-3.0,0.0,Tuesday
2022-07-15,Southwest Airlines Co.,Southwest Airlines,PHX,MDW,44.0,0.0,Friday
2019-06-13,United Air Lines Inc.,United Airlines,IAD,LAX,-3.0,0.0,Thursday
2019-10-25,PSA Airlines Inc.,,CAE,DCA,-2.0,0.0,Friday
2021-04-08,Southwest Airlines Co.,Southwest Airlines,MDW,LGB,-34.0,0.0,Thursday
2019-01-12,SkyWest Airlines Inc.,SkyWest Airlines,SFO,ASE,-11.0,0.0,Saturday
2019-01-31,Delta Air Lines Inc.,Delta Air Lines,JAN,ATL,-8.0,0.0,Thursday
2022-05-11,Delta Air Lines Inc.,Delta Air Lines,TPA,BOS,1.0,0.0,Wednesday
2019-10-04,Southwest Airlines Co.,Southwest Airlines,DEN,MKE,-21.0,0.0,Friday
2019-12-15,Delta Air Lines Inc.,Delta Air Lines,ATL,JFK,-16.0,0.0,Sunday
2022-10-14,Delta Air Lines Inc.,Delta Air Lines,JFK,JAX,49.0,0.0,Friday
2023-04-07,SkyWest Airlines Inc.,SkyWest Airlines,SAN,SJC,4.0,0.0,Friday
2023-06-06,SkyWest Airlines Inc.,SkyWest Airlines,ICT,ORD,-16.0,0.0,Tuesday
2023-06-05,SkyWest Airlines Inc.,SkyWest Airlines,MSP,CID,-19.0,0.0,Monday
2023-03-06,American Airlines Inc.,American Airlines,DFW,SNA,-20.0,0.0,Monday
2020-11-16,Delta Air Lines Inc.,Delta Air Lines,ATL,PBI,1.0,0.0,Monday
2022-05-24,Republic Airline,,EWR,RDU,75.0,0.0,Tuesday
2019-04-23,Delta Air Lines Inc.,Delta Air Lines,GNV,ATL,-6.0,0.0,Tuesday
2022-05-28,Delta Air Lines Inc.,Delta Air Lines,DEN,DTW,-7.0,0.0,Saturday
2019-05-17,American Airlines Inc.,American Airlines,ORD,PHL,-13.0,0.0,Friday
2022-12-06,American Airlines Inc.,American Airlines,SBA,DFW,-16.0,0.0,Tuesday
2019-01-07,American Airlines Inc.,American Airlines,ORD,SNA,-10.0,0.0,Monday
2020-01-13,American Airlines Inc.,American Airlines,CLT,LAX,-8.0,0.0,Monday
2020-02-04,SkyWest Airlines Inc.,SkyWest Airlines,RNO,LAX,-6.0,0.0,Tuesday
2019-08-01,Delta Air Lines Inc.,Delta Air Lines,SEA,ATL,34.0,0.0,Thursday
2021-03-28,Southwest Airlines Co.,Southwest Airlines,HOU,OAK,-18.0,0.0,Sunday
2019-10-27,Delta Air Lines Inc.,Delta Air Lines,FLL,LGA,-24.0,0.0,Sunday
2021-07-15,Southwest Airlines Co.,Southwest Airlines,LAS,OAK,34.0,0.0,Thursday
2021-07-18,Republic Airline,,ATL,HPN,-2.0,0.0,Sunday
2020-07-12,Envoy Air,,DFW,SBP,-12.0,0.0,Sunday
2023-02-08,PSA Airlines Inc.,,DCA,GSP,-31.0,0.0,Wednesday
2020-11-22,American Airlines Inc.,American Airlines,CLT,MCO,-2.0,0.0,Sunday
2023-02-11,Alaska Airlines Inc.,Alaska Airlines,MCO,SEA,-44.0,0.0,Saturday
2021-12-08,American Airlines Inc.,American Airlines,CLT,DFW,-11.0,0.0,Wednesday
2021-09-26,Endeavor Air Inc.,,BQK,ATL,12.0,0.0,Sunday
2023-07-03,Southwest Airlines Co.,Southwest Airlines,MCO,MDW,-14.0,0.0,Monday
2023-05-04,SkyWest Airlines Inc.,SkyWest Airlines,RDM,SFO,-2.0,0.0,Thursday
2019-11-14,SkyWest Airlines Inc.,SkyWest Airlines,ATL,BQK,6.0,0.0,Thursday
2022-09-11,Envoy Air,,CID,ORD,80.0,0.0,Sunday
2021-12-26,Endeavor Air Inc.,,JFK,SAV,-32.0,0.0,Sunday
2019-07-15,Delta Air Lines Inc.,Delta Air Lines,LAX,LAS,-11.0,0.0,Monday
2022-08-16,American Airlines Inc.,American Airlines,DFW,BZN,-4.0,0.0,Tuesday
2019-09-03,Envoy Air,,CLL,DFW,-14.0,0.0,Tuesday
2021-04-15,JetBlue Airways,JetBlue Airways,JFK,SEA,-53.0,0.0,Thursday
2019-04-23,United Air Lines Inc.,United Airlines,ORD,IAH,-4.0,0.0,Tuesday
2023-06-19,United Air Lines Inc.,United Airlines,IAD,ORD,6.0,0.0,Monday
2023-04-19,Frontier Airlines Inc.,Frontier Airlines,DFW,PHX,13.0,0.0,Wednesday
2019-07-10,Delta Air Lines Inc.,Delta Air Lines,ATL,BOS,-6.0,0.0,Wednesday
2022-09-18,SkyWest Airlines Inc.,SkyWest Airlines,IAH,TUL,-20.0,0.0,Sunday
2019-10-17,Delta Air Lines Inc.,Delta Air Lines,IAH,ATL,-6.0,0.0,Thursday
2021-12-24,Alaska Airlines Inc.,Alaska Airlines,PDX,LAX,62.0,0.0,Friday
2022-01-24,SkyWest Airlines Inc.,SkyWest Airlines,LAX,SJC,-16.0,0.0,Monday
2021-04-06,Horizon Air,,BOI,GEG,-13.0,0.0,Tuesday
2022-08-31,Southwest Airlines Co.,Southwest Airlines,ATL,STL,-9.0,0.0,Wednesday
2022-02-17,Southwest Airlines Co.,Southwest Airlines,RIC,DEN,-17.0,0.0,Thursday
2020-03-29,Delta Air Lines Inc.,Delta Air Lines,BUF,ATL,-12.0,0.0,Sunday
2019-02-23,American Airlines Inc.,American Airlines,PHX,ORD,-17.0,0.0,Saturday
2019-08-03,United Air Lines Inc.,United Airlines,GRR,DEN,-31.0,0.0,Saturday
2022-12-18,American Airlines Inc.,American Airlines,DFW,TPA,-10.0,0.0,Sunday
2022-02-13,JetBlue Airways,JetBlue Airways,EWR,SJU,40.0,0.0,Sunday
2019-05-20,SkyWest Airlines Inc.,SkyWest Airlines,SBA,DEN,-1.0,0.0,Monday
2021-05-18,American Airlines Inc.,American Airlines,DEN,PHX,-3.0,0.0,Tuesday
2020-12-24,Allegiant Air,,AVL,PBI,-13.0,0.0,Thursday
2023-04-25,American Airlines Inc.,American Airlines,DFW,PHX,0.0,0.0,Tuesday
2022-09-30,Delta Air Lines Inc.,Delta Air Lines,SLC,DFW,-6.0,0.0,Friday
2023-05-10,JetBlue Airways,JetBlue Airways,LGA,CHS,-12.0,0.0,Wednesday
2022-04-11,Horizon Air,,SEA,RDM,-1.0,0.0,Monday
2021-04-01,Allegiant Air,,SCK,LAS,67.0,0.0,Thursday
2022-03-06,American Airlines Inc.,American Airlines,PHX,SLC,-1.0,0.0,Sunday
2021-06-20,Frontier Airlines Inc.,Frontier Airlines,RDU,TTN,0.0,0.0,Sunday
2020-06-23,Southwest Airlines Co.,Southwest Airlines,BUR,PHX,-25.0,0.0,Tuesday
2019-10-24,Delta Air Lines Inc.,Delta Air Lines,ATL,JAN,-9.0,0.0,Thursday
2022-11-07,Horizon Air,,SEA,GEG,-1.0,0.0,Monday
2020-05-24,Envoy Air,,ORD,PIA,-15.0,0.0,Sunday
2019-02-03,Spirit Air Lines,Spirit Airlines,FLL,SJU,-29.0,0.0,Sunday
2023-07-23,United Air Lines Inc.,United Airlines,DEN,SMF,-16.0,0.0,Sunday
2021-02-21,Spirit Air Lines,Spirit Airlines,ATL,MSP,18.0,0.0,Sunday
2022-08-01,Delta Air Lines Inc.,Delta Air Lines,ATL,DCA,-14.0,0.0,Monday
2021-12-02,Endeavor Air Inc.,,LGA,MEM,-15.0,0.0,Thursday
2021-03-05,Republic Airline,,HHH,CLT,-6.0,0.0,Friday
2019-09-29,Delta Air Lines Inc.,Delta Air Lines,FLL,CVG,8.0,0.0,Sunday
2020-08-23,Frontier Airlines Inc.,Frontier Airlines,MCO,ATL,-8.0,0.0,Sunday
2021-04-30,Envoy Air,,DFW,ICT,-13.0,0.0,Friday
2021-07-23,Southwest Airlines Co.,Southwest Airlines,HOU,ATL,20.0,0.0,Friday
2023-02-13,SkyWest Airlines Inc.,SkyWest Airlines,PHX,FLG,90.0,0.0,Monday
2020-02-09,American Airlines Inc.,American Airlines,LAX,MIA,-5.0,0.0,Sunday
2021-04-03,Endeavor Air Inc.,,MYR,DTW,-18.0,0.0,Saturday
2019-03-23,Southwest Airlines Co.,Southwest Airlines,LAS,OAK,-11.0,0.0,Saturday
2022-12-27,American Airlines Inc.,American Airlines,MCO,AUS,-9.0,0.0,Tuesday
2020-11-21,SkyWest Airlines Inc.,SkyWest Airlines,PDX,SEA,-19.0,0.0,Saturday
2019-06-09,ExpressJet Airlines LLC d/b/a aha!,,EWR,IND,-6.0,0.0,Sunday
2019-03-03,SkyWest Airlines Inc.,SkyWest Airlines,ORD,MBS,-20.0,0.0,Sunday
2021-05-08,Envoy Air,,ORD,BMI,-23.0,0.0,Saturday
2023-04-06,Endeavor Air Inc.,,RDU,JFK,-4.0,0.0,Thursday
2023-05-24,Republic Airline,,EWR,IND,-32.0,0.0,Wednesday
2021-04-03,Southwest Airlines Co.,Southwest Airlines,BNA,BOS,0.0,0.0,Saturday
2023-07-03,Hawaiian Airlines Inc.,Hawaiian Airlines,HNL,ITO,10.0,0.0,Monday
2021-11-13,Southwest Airlines Co.,Southwest Airlines,OAK,SAN,1.0,0.0,Saturday
2023-03-11,SkyWest Airlines Inc.,SkyWest Airlines,PSP,SFO,92.0,0.0,Saturday
2020-02-08,Republic Airline,,PHL,HVN,-15.0,0.0,Saturday
2023-08-03,United Air Lines Inc.,United Airlines,DEN,MCI,-10.0,0.0,Thursday
2020-12-05,Delta Air Lines Inc.,Delta Air Lines,DTW,DFW,-4.0,0.0,Saturday
2020-06-05,American Airlines Inc.,American Airlines,BOS,MIA,-22.0,0.0,Friday
2019-09-08,Southwest Airlines Co.,Southwest Airlines,PHX,SEA,-7.0,0.0,Sunday
2023-08-06,Frontier Airlines Inc.,Frontier Airlines,PHL,MCO,7.0,0.0,Sunday
2021-11-09,SkyWest Airlines Inc.,SkyWest Airlines,LAS,LAX,-11.0,0.0,Tuesday
2020-11-12,Endeavor Air Inc.,,ATL,BTR,-11.0,0.0,Thursday
2019-09-10,Envoy Air,,LAN,ORD,-18.0,0.0,Tuesday
2019-06-11,PSA Airlines Inc.,,DCA,ALB,-9.0,0.0,Tuesday
2021-11-27,Delta Air Lines Inc.,Delta Air Lines,MSP,LAS,-30.0,0.0,Saturday
2020-02-02,United Air Lines Inc.,United Airlines,MEM,IAH,-22.0,0.0,Sunday
2019-10-04,Southwest Airlines Co.,Southwest Airlines,DEN,OAK,1.0,0.0,Friday
2020-12-03,JetBlue Airways,JetBlue Airways,PVD,PBI,63.0,0.0,Thursday
2023-03-28,Southwest Airlines Co.,Southwest Airlines,ELP,HOU,-18.0,0.0,Tuesday
2020-06-07,United Air Lines Inc.,United Airlines,SFO,DEN,-20.0,0.0,Sunday
2021-08-22,SkyWest Airlines Inc.,SkyWest Airlines,DTW,EWR,43.0,0.0,Sunday
2019-09-15,SkyWest Airlines Inc.,SkyWest Airlines,GNV,ATL,9.0,0.0,Sunday
2020-11-16,American Airlines Inc.,American Airlines,DFW,SEA,-4.0,0.0,Monday
2020-08-24,Southwest Airlines Co.,Southwest Airlines,LAS,GEG,-24.0,0.0,Monday
2021-11-12,Southwest Airlines Co.,Southwest Airlines,PIT,MCO,-8.0,0.0,Friday
2019-11-05,Southwest Airlines Co.,Southwest Airlines,ELP,AUS,10.0,0.0,Tuesday
2019-07-25,JetBlue Airways,JetBlue Airways,FLL,AUS,334.0,0.0,Thursday
2020-05-29,Envoy Air,,ORD,BUF,-22.0,0.0,Friday
2022-07-13,United Air Lines Inc.,United Airlines,ORD,LGA,-26.0,0.0,Wednesday
2022-01-30,SkyWest Airlines Inc.,SkyWest Airlines,JAC,ORD,4.0,0.0,Sunday
2020-01-01,United Air Lines Inc.,United Airlines,ORD,RSW,11.0,0.0,Wednesday
2023-01-05,Delta Air Lines Inc.,Delta Air Lines,SLC,JFK,5.0,0.0,Thursday
2022-09-06,Southwest Airlines Co.,Southwest Airlines,MCI,TPA,13.0,0.0,Tuesday
2022-03-13,SkyWest Airlines Inc.,SkyWest Airlines,MSP,CMH,42.0,0.0,Sunday
2023-04-30,Frontier Airlines Inc.,Frontier Airlines,DEN,SFO,0.0,0.0,Sunday
2019-04-24,Spirit Air Lines,Spirit Airlines,FLL,EWR,15.0,0.0,Wednesday
2019-07-26,Southwest Airlines Co.,Southwest Airlines,LAS,SAN,46.0,0.0,Friday
2021-12-19,Southwest Airlines Co.,Southwest Airlines,SFO,PHX,-7.0,0.0,Sunday
2021-10-02,Envoy Air,,MIA,MSP,-21.0,0.0,Saturday
2019-05-15,United Air Lines Inc.,United Airlines,SFO,IAH,7.0,0.0,Wednesday
2019-02-18,Southwest Airlines Co.,Southwest Airlines,MDW,LAS,20.0,0.0,Monday
2021-04-14,SkyWest Airlines Inc.,SkyWest Airlines,ASE,DEN,-4.0,0.0,Wednesday
2022-04-17,Southwest Airlines Co.,Southwest Airlines,SEA,OAK,-11.0,0.0,Sunday
2021-12-02,Delta Air Lines Inc.,Delta Air Lines,LEX,ATL,-18.0,0.0,Thursday
2019-01-09,Envoy Air,,ORD,SGF,-10.0,0.0,Wednesday
2023-06-29,American Airlines Inc.,American Airlines,BFL,PHX,-21.0,0.0,Thursday
2022-07-04,Horizon Air,,PDX,BOI,-17.0,0.0,Monday
2020-01-13,SkyWest Airlines Inc.,SkyWest Airlines,PSP,IAH,-8.0,0.0,Monday
2022-10-18,American Airlines Inc.,American Airlines,DFW,PHX,-11.0,0.0,Tuesday
2022-09-20,SkyWest Airlines Inc.,SkyWest Airlines,HSV,DFW,0.0,0.0,Tuesday
2020-03-23,PSA Airlines Inc.,,ORF,CLT,-18.0,0.0,Monday
2020-07-30,Spirit Air Lines,Spirit Airlines,DTW,TPA,-11.0,0.0,Thursday
2020-03-16,Hawaiian Airlines Inc.,Hawaiian Airlines,LIH,HNL,92.0,0.0,Monday
2020-06-23,Republic Airline,,ORD,PWM,-16.0,0.0,Tuesday
2023-05-11,Southwest Airlines Co.,Southwest Airlines,MIA,ATL,2.0,0.0,Thursday
2021-04-01,SkyWest Airlines Inc.,SkyWest Airlines,SFO,SAN,1.0,0.0,Thursday
2022-07-22,United Air Lines Inc.,United Airlines,LAS,SFO,-4.0,0.0,Friday
2021-01-10,Allegiant Air,,LAS,GFK,-9.0,0.0,Sunday
2023-03-25,Delta Air Lines Inc.,Delta Air Lines,ATL,MYR,1.0,0.0,Saturday
2021-10-17,Allegiant Air,,SFB,MLI,-3.0,0.0,Sunday
2019-08-19,Delta Air Lines Inc.,Delta Air Lines,ATL,MYR,-9.0,0.0,Monday
2022-12-22,Southwest Airlines Co.,Southwest Airlines,OAK,PSP,15.0,0.0,Thursday
2019-12-04,SkyWest Airlines Inc.,SkyWest Airlines,DEN,SBA,-1.0,0.0,Wednesday
2021-12-25,Frontier Airlines Inc.,Frontier Airlines,MCO,SJU,-18.0,0.0,Saturday
2023-02-03,American Airlines Inc.,American Airlines,PIT,PHL,39.0,0.0,Friday
2019-10-11,Southwest Airlines Co.,Southwest Airlines,MHT,BWI,-12.0,0.0,Friday
2021-08-11,American Airlines Inc.,American Airlines,RSW,DFW,-3.0,0.0,Wednesday
2020-02-09,Southwest Airlines Co.,Southwest Airlines,CMH,LAS,-5.0,0.0,Sunday
2023-02-04,PSA Airlines Inc.,,CLT,BNA,28.0,0.0,Saturday
2021-11-24,United Air Lines Inc.,United Airlines,IAH,AUS,-8.0,0.0,Wednesday
2021-07-27,Frontier Airlines Inc.,Frontier Airlines,SLC,DEN,-13.0,0.0,Tuesday
2022-09-25,United Air Lines Inc.,United Airlines,DEN,MSO,-14.0,0.0,Sunday
2019-01-28,Endeavor Air Inc.,,MSN,LGA,18.0,0.0,Monday
2019-10-17,SkyWest Airlines Inc.,SkyWest Airlines,GFK,MSP,-14.0,0.0,Thursday
2019-11-04,Southwest Airlines Co.,Southwest Airlines,ATL,OAK,17.0,0.0,Monday
2023-05-10,Delta Air Lines Inc.,Delta Air Lines,MSP,FLL,-19.0,0.0,Wednesday
